Train ID,Route,Date and Time,Passenger Count,Number of Coaches,Total Capacity,Seat Occupancy (%),Platform Number,Delay Records (mins),Holiday or Weekend Indicator
TRN-013,Los Angeles - San Francisco,2026-02-20 06:26:55,215,12,720,29.86,5,5,No
TRN-002,Mumbai - Delhi,2026-02-20 06:38:46,290,15,900,32.22,7,0,No
TRN-010,Los Angeles - San Francisco,2026-02-20 06:42:39,159,13,780,20.38,8,0,No
TRN-003,London - Paris,2026-02-20 06:53:20,251,13,780,32.18,4,0,No
TRN-012,Beijing - Shanghai,2026-02-20 06:53:44,226,10,600,37.67,2,49,No
TRN-018,Berlin - Munich,2026-02-20 07:00:42,576,9,540,106.67,10,21,Yes
TRN-018,Chicago - St. Louis,2026-02-20 07:02:20,346,13,780,44.36,7,0,No
TRN-014,Chicago - St. Louis,2026-02-20 07:20:17,341,9,540,63.15,1,0,No
TRN-003,Chicago - St. Louis,2026-02-20 07:55:14,339,10,600,56.5,7,0,No
TRN-018,London - Paris,2026-02-20 08:04:27,320,12,720,44.44,11,31,No
TRN-001,Mumbai - Delhi,2026-02-20 08:30:40,364,10,600,60.67,9,0,No
TRN-001,Tokyo - Osaka,2026-02-20 08:37:57,639,12,720,88.75,8,0,Yes
TRN-011,Los Angeles - San Francisco,2026-02-20 08:54:11,387,6,360,107.5,3,0,No
TRN-017,Los Angeles - San Francisco,2026-02-20 09:01:30,311,11,660,47.12,2,86,No
TRN-011,Chicago - St. Louis,2026-02-20 09:21:56,421,5,300,140.33,1,0,Yes
TRN-003,Mumbai - Delhi,2026-02-20 09:53:07,380,7,420,90.48,2,30,No
TRN-001,Toronto - Montreal,2026-02-20 10:38:36,321,13,780,41.15,10,0,Yes
TRN-014,Toronto - Montreal,2026-02-20 11:37:57,233,13,780,29.87,4,0,No
TRN-019,Los Angeles - San Francisco,2026-02-20 11:50:52,195,8,480,40.62,10,94,No
TRN-005,Tokyo - Osaka,2026-02-20 12:36:39,409,13,780,52.44,2,0,Yes
TRN-019,New York - Washington DC,2026-02-20 13:05:52,283,11,660,42.88,5,40,No
TRN-014,Toronto - Montreal,2026-02-20 13:36:42,245,9,540,45.37,6,100,No
TRN-005,New York - Washington DC,2026-02-20 14:02:44,130,12,720,18.06,7,15,No
TRN-002,Tokyo - Osaka,2026-02-20 14:10:36,229,15,900,25.44,1,0,No
TRN-004,Sydney - Melbourne,2026-02-20 15:00:49,293,10,600,48.83,1,0,No
TRN-002,New York - Washington DC,2026-02-20 15:31:28,119,13,780,15.26,12,111,No
TRN-009,Sydney - Melbourne,2026-02-20 15:42:10,130,11,660,19.7,1,110,No
TRN-020,London - Paris,2026-02-20 15:48:48,122,5,300,40.67,5,0,No
TRN-017,Chicago - St. Louis,2026-02-20 16:30:06,138,8,480,28.75,4,0,No
TRN-014,Chicago - St. Louis,2026-02-20 17:26:39,497,15,900,55.22,7,0,No
TRN-003,London - Paris,2026-02-20 17:28:00,449,15,900,49.89,2,0,No
TRN-009,Mumbai - Delhi,2026-02-20 17:35:14,290,5,300,96.67,4,31,No
TRN-017,London - Paris,2026-02-20 17:35:57,467,8,480,97.29,2,56,No
TRN-002,Toronto - Montreal,2026-02-20 18:07:51,439,7,420,104.52,5,0,No
TRN-019,Tokyo - Osaka,2026-02-20 18:19:53,482,11,660,73.03,3,0,No
TRN-002,Berlin - Munich,2026-02-20 18:22:19,530,9,540,98.15,1,0,No
TRN-007,Berlin - Munich,2026-02-20 18:37:35,645,5,300,215.0,8,0,Yes
TRN-012,New York - Washington DC,2026-02-20 18:50:09,332,13,780,42.56,9,73,No
TRN-012,Tokyo - Osaka,2026-02-20 18:52:50,407,14,840,48.45,6,0,No
TRN-007,Berlin - Munich,2026-02-20 19:03:13,492,13,780,63.08,1,0,No
TRN-020,Mumbai - Delhi,2026-02-20 20:15:02,173,9,540,32.04,3,0,No
TRN-016,Mumbai - Delhi,2026-02-20 20:53:33,233,13,780,29.87,10,0,No
TRN-010,Mumbai - Delhi,2026-02-20 21:10:49,127,13,780,16.28,9,0,No
TRN-001,Sydney - Melbourne,2026-02-20 21:23:30,274,10,600,45.67,9,0,No
TRN-019,London - Paris,2026-02-20 21:26:26,240,14,840,28.57,3,0,No
TRN-010,Beijing - Shanghai,2026-02-20 21:38:59,253,15,900,28.11,1,0,No
TRN-004,Berlin - Munich,2026-02-20 22:22:22,165,15,900,18.33,7,0,No
TRN-002,Toronto - Montreal,2026-02-20 22:26:09,112,13,780,14.36,9,0,No
TRN-007,Chicago - St. Louis,2026-02-20 22:29:51,280,10,600,46.67,7,27,No
TRN-006,Toronto - Montreal,2026-02-20 22:38:07,229,15,900,25.44,9,0,No
TRN-013,Toronto - Montreal,2026-02-20 22:43:06,216,9,540,40.0,12,0,No
TRN-015,Beijing - Shanghai,2026-02-20 23:04:17,191,13,780,24.49,5,0,No
TRN-016,London - Paris,2026-02-20 23:05:12,279,5,300,93.0,7,0,No
TRN-007,Los Angeles - San Francisco,2026-02-21 00:34:51,539,10,600,89.83,1,0,Yes
TRN-009,Los Angeles - San Francisco,2026-02-21 01:42:40,425,11,660,64.39,10,0,Yes
TRN-004,Mumbai - Delhi,2026-02-21 02:07:31,424,11,660,64.24,2,0,Yes
TRN-008,Mumbai - Delhi,2026-02-21 02:45:11,358,11,660,54.24,8,0,Yes
TRN-008,Berlin - Munich,2026-02-21 03:21:52,383,12,720,53.19,12,0,Yes
TRN-011,London - Paris,2026-02-21 03:31:03,322,10,600,53.67,7,0,Yes
TRN-001,Mumbai - Delhi,2026-02-21 03:34:13,242,15,900,26.89,1,0,Yes
TRN-019,Tokyo - Osaka,2026-02-21 03:52:40,352,8,480,73.33,4,0,Yes
TRN-013,Beijing - Shanghai,2026-02-21 04:15:10,449,10,600,74.83,5,0,Yes
TRN-011,Chicago - St. Louis,2026-02-21 04:43:13,490,12,720,68.06,2,0,Yes
TRN-007,Mumbai - Delhi,2026-02-21 04:44:18,406,7,420,96.67,10,0,Yes
TRN-003,Chicago - St. Louis,2026-02-21 04:56:40,276,9,540,51.11,7,0,Yes
TRN-002,Sydney - Melbourne,2026-02-21 04:57:41,294,15,900,32.67,6,6,Yes
TRN-007,Beijing - Shanghai,2026-02-21 05:48:15,404,12,720,56.11,5,71,Yes
TRN-007,Chicago - St. Louis,2026-02-21 06:56:28,264,9,540,48.89,9,31,Yes
TRN-012,Tokyo - Osaka,2026-02-21 07:21:39,606,10,600,101.0,2,0,Yes
TRN-006,Tokyo - Osaka,2026-02-21 08:11:34,747,6,360,207.5,3,0,Yes
TRN-016,London - Paris,2026-02-21 08:16:01,551,9,540,102.04,1,107,Yes
TRN-004,Sydney - Melbourne,2026-02-21 08:23:59,683,9,540,126.48,8,69,Yes
TRN-002,New York - Washington DC,2026-02-21 09:24:52,647,8,480,134.79,6,89,Yes
TRN-010,Tokyo - Osaka,2026-02-21 09:51:17,723,11,660,109.55,11,0,Yes
TRN-012,Tokyo - Osaka,2026-02-21 10:27:38,464,11,660,70.3,1,13,Yes
TRN-016,New York - Washington DC,2026-02-21 10:32:07,240,8,480,50.0,4,0,Yes
TRN-013,New York - Washington DC,2026-02-21 10:49:46,390,15,900,43.33,3,0,Yes
TRN-013,Los Angeles - San Francisco,2026-02-21 10:54:41,352,11,660,53.33,1,0,Yes
TRN-014,Beijing - Shanghai,2026-02-21 11:43:24,254,15,900,28.22,3,0,Yes
TRN-017,Beijing - Shanghai,2026-02-21 11:53:33,294,5,300,98.0,1,0,Yes
TRN-014,Beijing - Shanghai,2026-02-21 12:24:43,386,11,660,58.48,9,0,Yes
TRN-011,Toronto - Montreal,2026-02-21 12:53:00,329,12,720,45.69,9,89,Yes
TRN-020,Berlin - Munich,2026-02-21 12:59:59,364,13,780,46.67,8,0,Yes
TRN-011,Beijing - Shanghai,2026-02-21 13:28:24,394,6,360,109.44,8,0,Yes
TRN-006,Mumbai - Delhi,2026-02-21 13:42:33,479,6,360,133.06,3,63,Yes
TRN-012,Los Angeles - San Francisco,2026-02-21 14:10:55,316,10,600,52.67,2,0,Yes
TRN-001,Sydney - Melbourne,2026-02-21 14:15:36,385,10,600,64.17,9,0,Yes
TRN-015,Berlin - Munich,2026-02-21 14:17:39,417,10,600,69.5,11,105,Yes
TRN-010,London - Paris,2026-02-21 14:18:33,399,14,840,47.5,3,0,Yes
TRN-019,London - Paris,2026-02-21 14:34:41,331,13,780,42.44,6,106,Yes
TRN-013,Sydney - Melbourne,2026-02-21 15:27:57,384,5,300,128.0,7,0,Yes
TRN-012,Toronto - Montreal,2026-02-21 15:42:26,367,13,780,47.05,9,0,Yes
TRN-002,Chicago - St. Louis,2026-02-21 16:14:36,386,14,840,45.95,8,0,Yes
TRN-015,Los Angeles - San Francisco,2026-02-21 17:41:31,547,7,420,130.24,5,0,Yes
TRN-004,New York - Washington DC,2026-02-21 17:59:55,576,15,900,64.0,1,0,Yes
TRN-019,Chicago - St. Louis,2026-02-21 18:09:02,620,13,780,79.49,1,0,Yes
TRN-018,London - Paris,2026-02-21 18:30:14,545,12,720,75.69,1,0,Yes
TRN-003,Los Angeles - San Francisco,2026-02-21 18:56:15,493,11,660,74.7,11,0,Yes
TRN-007,Sydney - Melbourne,2026-02-21 19:13:48,469,8,480,97.71,5,0,Yes
TRN-017,London - Paris,2026-02-21 19:14:33,551,7,420,131.19,3,9,Yes
TRN-016,Tokyo - Osaka,2026-02-21 19:47:43,640,12,720,88.89,12,0,Yes
TRN-018,Berlin - Munich,2026-02-21 19:56:24,543,9,540,100.56,2,0,Yes
TRN-018,London - Paris,2026-02-21 20:24:04,406,10,600,67.67,5,0,Yes
TRN-015,Berlin - Munich,2026-02-21 20:44:13,389,9,540,72.04,7,0,Yes
TRN-016,Beijing - Shanghai,2026-02-21 20:53:58,442,6,360,122.78,12,70,Yes
TRN-001,Chicago - St. Louis,2026-02-21 21:19:57,520,12,720,72.22,3,0,Yes
TRN-003,Tokyo - Osaka,2026-02-21 22:14:52,344,8,480,71.67,4,0,Yes
TRN-014,Sydney - Melbourne,2026-02-21 22:25:06,415,12,720,57.64,6,0,Yes
TRN-012,Los Angeles - San Francisco,2026-02-21 22:30:37,356,14,840,42.38,1,0,Yes
TRN-005,Berlin - Munich,2026-02-21 22:49:37,418,5,300,139.33,6,0,Yes
TRN-009,Sydney - Melbourne,2026-02-21 23:21:41,292,14,840,34.76,4,0,Yes
TRN-015,New York - Washington DC,2026-02-21 23:30:28,407,10,600,67.83,1,0,Yes
TRN-015,London - Paris,2026-02-21 23:59:27,318,7,420,75.71,9,0,Yes
TRN-001,Los Angeles - San Francisco,2026-02-22 00:17:59,456,14,840,54.29,1,0,Yes
TRN-018,London - Paris,2026-02-22 00:25:10,362,9,540,67.04,6,96,Yes
TRN-017,Sydney - Melbourne,2026-02-22 01:19:23,445,7,420,105.95,11,0,Yes
TRN-003,Toronto - Montreal,2026-02-22 01:19:59,385,13,780,49.36,5,0,Yes
TRN-015,Los Angeles - San Francisco,2026-02-22 01:20:05,478,9,540,88.52,9,21,Yes
TRN-004,London - Paris,2026-02-22 01:23:08,332,9,540,61.48,4,55,Yes
TRN-019,Chicago - St. Louis,2026-02-22 01:26:02,256,12,720,35.56,5,0,Yes
TRN-014,Sydney - Melbourne,2026-02-22 01:40:25,438,13,780,56.15,12,72,Yes
TRN-001,Beijing - Shanghai,2026-02-22 02:02:09,470,12,720,65.28,9,0,Yes
TRN-006,Toronto - Montreal,2026-02-22 02:36:18,441,14,840,52.5,6,28,Yes
TRN-013,New York - Washington DC,2026-02-22 03:11:36,399,6,360,110.83,4,0,Yes
TRN-012,Berlin - Munich,2026-02-22 03:21:43,358,8,480,74.58,12,0,Yes
TRN-017,Toronto - Montreal,2026-02-22 03:52:04,403,11,660,61.06,12,0,Yes
TRN-020,Mumbai - Delhi,2026-02-22 03:59:41,411,13,780,52.69,4,9,Yes
TRN-008,Mumbai - Delhi,2026-02-22 04:02:26,393,6,360,109.17,1,0,Yes
TRN-012,Beijing - Shanghai,2026-02-22 04:07:08,401,6,360,111.39,9,0,Yes
TRN-006,Toronto - Montreal,2026-02-22 04:07:56,514,12,720,71.39,3,26,Yes
TRN-019,Beijing - Shanghai,2026-02-22 04:16:17,360,10,600,60.0,11,0,Yes
TRN-013,Sydney - Melbourne,2026-02-22 04:40:46,525,10,600,87.5,8,0,Yes
TRN-013,Toronto - Montreal,2026-02-22 05:02:30,327,14,840,38.93,2,0,Yes
TRN-020,Berlin - Munich,2026-02-22 05:30:45,218,15,900,24.22,12,30,Yes
TRN-008,Chicago - St. Louis,2026-02-22 05:41:36,277,13,780,35.51,1,0,Yes
TRN-009,London - Paris,2026-02-22 07:03:25,569,6,360,158.06,3,0,Yes
TRN-009,New York - Washington DC,2026-02-22 07:12:51,660,9,540,122.22,5,0,Yes
TRN-010,New York - Washington DC,2026-02-22 07:33:25,455,14,840,54.17,7,0,Yes
TRN-018,Tokyo - Osaka,2026-02-22 08:04:22,555,11,660,84.09,4,0,Yes
TRN-008,Los Angeles - San Francisco,2026-02-22 09:03:10,552,12,720,76.67,7,0,Yes
TRN-014,Chicago - St. Louis,2026-02-22 09:28:54,581,9,540,107.59,1,0,Yes
TRN-008,London - Paris,2026-02-22 09:31:36,520,8,480,108.33,8,0,Yes
TRN-015,Berlin - Munich,2026-02-22 10:36:06,322,5,300,107.33,1,0,Yes
TRN-004,Tokyo - Osaka,2026-02-22 10:49:29,393,9,540,72.78,7,0,Yes
TRN-005,Tokyo - Osaka,2026-02-22 11:08:15,355,15,900,39.44,12,0,Yes
TRN-014,Mumbai - Delhi,2026-02-22 11:20:25,265,5,300,88.33,9,0,Yes
TRN-018,Tokyo - Osaka,2026-02-22 11:35:13,455,11,660,68.94,9,0,Yes
TRN-007,Beijing - Shanghai,2026-02-22 11:44:53,312,5,300,104.0,1,0,Yes
TRN-013,Tokyo - Osaka,2026-02-22 11:45:34,434,9,540,80.37,3,0,Yes
TRN-020,Toronto - Montreal,2026-02-22 11:57:16,318,15,900,35.33,6,0,Yes
TRN-004,Chicago - St. Louis,2026-02-22 13:05:50,501,5,300,167.0,2,0,Yes
TRN-005,Chicago - St. Louis,2026-02-22 13:12:51,422,11,660,63.94,11,0,Yes
TRN-015,Mumbai - Delhi,2026-02-22 13:14:35,309,11,660,46.82,10,0,Yes
TRN-012,Beijing - Shanghai,2026-02-22 13:58:50,363,13,780,46.54,6,0,Yes
TRN-002,Beijing - Shanghai,2026-02-22 14:14:02,365,10,600,60.83,10,0,Yes
TRN-003,London - Paris,2026-02-22 14:44:21,344,14,840,40.95,10,0,Yes
TRN-004,Beijing - Shanghai,2026-02-22 14:57:12,216,11,660,32.73,8,0,Yes
TRN-014,Berlin - Munich,2026-02-22 15:49:38,354,7,420,84.29,11,0,Yes
TRN-001,Beijing - Shanghai,2026-02-22 16:05:42,348,5,300,116.0,12,0,Yes
TRN-001,Chicago - St. Louis,2026-02-22 16:51:39,332,7,420,79.05,2,0,Yes
TRN-001,Berlin - Munich,2026-02-22 17:15:56,654,14,840,77.86,1,0,Yes
TRN-013,London - Paris,2026-02-22 17:59:46,646,10,600,107.67,3,16,Yes
TRN-019,Berlin - Munich,2026-02-22 18:06:00,625,10,600,104.17,8,0,Yes
TRN-008,New York - Washington DC,2026-02-22 18:11:14,646,8,480,134.58,12,0,Yes
TRN-020,New York - Washington DC,2026-02-22 18:27:23,746,7,420,177.62,6,0,Yes
TRN-018,Toronto - Montreal,2026-02-22 18:30:05,648,5,300,216.0,7,76,Yes
TRN-008,Sydney - Melbourne,2026-02-22 18:30:13,710,14,840,84.52,1,0,Yes
TRN-016,Mumbai - Delhi,2026-02-22 18:35:36,608,6,360,168.89,8,0,Yes
TRN-020,Mumbai - Delhi,2026-02-22 18:59:39,680,11,660,103.03,10,99,Yes
TRN-013,Chicago - St. Louis,2026-02-22 19:10:39,633,11,660,95.91,8,110,Yes
TRN-018,Sydney - Melbourne,2026-02-22 20:10:31,356,15,900,39.56,4,0,Yes
TRN-019,Los Angeles - San Francisco,2026-02-22 20:11:35,308,11,660,46.67,2,0,Yes
TRN-005,Tokyo - Osaka,2026-02-22 20:14:08,281,10,600,46.83,5,0,Yes
TRN-006,Toronto - Montreal,2026-02-22 20:21:50,399,13,780,51.15,1,0,Yes
TRN-015,New York - Washington DC,2026-02-22 21:10:47,398,9,540,73.7,3,0,Yes
TRN-007,Mumbai - Delhi,2026-02-22 21:38:57,336,6,360,93.33,4,45,Yes
TRN-011,Berlin - Munich,2026-02-22 21:40:22,325,8,480,67.71,1,0,Yes
TRN-019,Mumbai - Delhi,2026-02-22 21:44:17,280,10,600,46.67,8,0,Yes
TRN-008,Chicago - St. Louis,2026-02-22 22:04:32,341,10,600,56.83,9,83,Yes
TRN-018,Toronto - Montreal,2026-02-22 22:17:16,292,12,720,40.56,11,0,Yes
TRN-006,New York - Washington DC,2026-02-22 23:17:48,332,7,420,79.05,8,0,Yes
TRN-013,Berlin - Munich,2026-02-23 00:01:50,267,8,480,55.62,2,0,No
TRN-014,Los Angeles - San Francisco,2026-02-23 00:08:39,177,7,420,42.14,10,0,No
TRN-004,London - Paris,2026-02-23 00:16:14,230,9,540,42.59,2,0,No
TRN-012,Beijing - Shanghai,2026-02-23 00:44:17,121,9,540,22.41,6,0,No
TRN-006,Los Angeles - San Francisco,2026-02-23 02:28:34,209,14,840,24.88,10,0,No
TRN-007,Sydney - Melbourne,2026-02-23 03:15:39,199,11,660,30.15,11,0,No
TRN-018,Los Angeles - San Francisco,2026-02-23 03:25:15,273,7,420,65.0,6,65,No
TRN-008,Chicago - St. Louis,2026-02-23 03:58:46,269,12,720,37.36,10,0,No
TRN-013,Los Angeles - San Francisco,2026-02-23 04:21:47,201,5,300,67.0,3,0,No
TRN-019,Chicago - St. Louis,2026-02-23 05:17:21,106,10,600,17.67,10,0,No
TRN-014,Los Angeles - San Francisco,2026-02-23 05:30:24,222,9,540,41.11,6,0,No
TRN-018,Toronto - Montreal,2026-02-23 05:41:51,297,11,660,45.0,9,0,No
TRN-001,New York - Washington DC,2026-02-23 05:42:45,111,11,660,16.82,8,0,No
TRN-004,New York - Washington DC,2026-02-23 05:49:38,279,5,300,93.0,7,70,No
TRN-015,Los Angeles - San Francisco,2026-02-23 05:53:24,185,15,900,20.56,7,0,No
TRN-011,Berlin - Munich,2026-02-23 06:14:10,214,12,720,29.72,8,0,No
TRN-013,New York - Washington DC,2026-02-23 06:26:19,264,11,660,40.0,5,0,No
TRN-010,Toronto - Montreal,2026-02-23 08:48:58,547,7,420,130.24,11,0,No
TRN-015,Mumbai - Delhi,2026-02-23 08:53:41,511,10,600,85.17,5,0,No
TRN-020,Toronto - Montreal,2026-02-23 09:26:53,449,10,600,74.83,9,0,No
TRN-005,Mumbai - Delhi,2026-02-23 09:32:34,476,14,840,56.67,7,0,No
TRN-001,Los Angeles - San Francisco,2026-02-23 09:39:14,434,11,660,65.76,9,0,No
TRN-016,Sydney - Melbourne,2026-02-23 09:41:35,311,14,840,37.02,5,0,No
TRN-020,Tokyo - Osaka,2026-02-23 10:22:44,278,12,720,38.61,6,0,No
TRN-007,Berlin - Munich,2026-02-23 10:37:24,158,5,300,52.67,4,0,No
TRN-007,Los Angeles - San Francisco,2026-02-23 10:57:28,269,11,660,40.76,4,0,No
TRN-020,Sydney - Melbourne,2026-02-23 12:41:00,218,6,360,60.56,12,0,No
TRN-020,London - Paris,2026-02-23 12:47:56,121,8,480,25.21,3,49,No
TRN-005,Beijing - Shanghai,2026-02-23 12:55:50,236,9,540,43.7,7,0,No
TRN-018,Chicago - St. Louis,2026-02-23 13:01:58,280,13,780,35.9,2,0,No
TRN-005,Los Angeles - San Francisco,2026-02-23 13:46:16,203,7,420,48.33,3,0,No
TRN-004,Mumbai - Delhi,2026-02-23 13:53:15,236,6,360,65.56,8,116,No
TRN-020,Toronto - Montreal,2026-02-23 14:19:31,215,13,780,27.56,4,0,No
TRN-009,Sydney - Melbourne,2026-02-23 14:33:01,241,11,660,36.52,6,76,No
TRN-004,New York - Washington DC,2026-02-23 14:43:04,221,11,660,33.48,7,0,No
TRN-019,Mumbai - Delhi,2026-02-23 14:44:31,119,12,720,16.53,4,86,No
TRN-001,Mumbai - Delhi,2026-02-23 14:53:56,268,5,300,89.33,6,0,No
TRN-002,Chicago - St. Louis,2026-02-23 15:02:15,389,10,600,64.83,12,0,Yes
TRN-016,Beijing - Shanghai,2026-02-23 15:28:52,280,7,420,66.67,3,0,Yes
TRN-017,New York - Washington DC,2026-02-23 15:53:04,158,5,300,52.67,6,0,No
TRN-009,Mumbai - Delhi,2026-02-23 16:19:09,114,8,480,23.75,11,0,No
TRN-015,Sydney - Melbourne,2026-02-23 16:41:24,263,10,600,43.83,9,0,No
TRN-017,New York - Washington DC,2026-02-23 16:57:54,213,10,600,35.5,5,0,No
TRN-010,London - Paris,2026-02-23 17:31:32,353,12,720,49.03,6,0,No
TRN-016,Beijing - Shanghai,2026-02-23 18:38:55,349,13,780,44.74,6,0,No
TRN-003,Tokyo - Osaka,2026-02-23 19:10:39,497,8,480,103.54,4,0,Yes
TRN-001,New York - Washington DC,2026-02-23 19:45:16,434,15,900,48.22,8,72,No
TRN-007,Beijing - Shanghai,2026-02-23 20:29:34,271,12,720,37.64,5,0,Yes
TRN-003,Tokyo - Osaka,2026-02-23 20:48:50,223,15,900,24.78,4,0,No
TRN-018,Mumbai - Delhi,2026-02-23 20:54:24,106,14,840,12.62,7,0,No
TRN-018,Sydney - Melbourne,2026-02-23 21:03:52,224,10,600,37.33,8,0,No
TRN-008,Tokyo - Osaka,2026-02-23 21:14:40,139,9,540,25.74,3,0,No
TRN-009,Chicago - St. Louis,2026-02-23 21:29:23,131,11,660,19.85,1,0,No
TRN-009,Sydney - Melbourne,2026-02-23 21:30:48,284,8,480,59.17,8,0,No
TRN-009,Toronto - Montreal,2026-02-23 21:31:10,182,5,300,60.67,12,0,No
TRN-012,London - Paris,2026-02-23 22:31:15,499,6,360,138.61,4,0,Yes
TRN-008,London - Paris,2026-02-23 22:48:42,100,5,300,33.33,6,0,No
TRN-008,Toronto - Montreal,2026-02-24 00:03:30,160,8,480,33.33,3,0,No
TRN-001,Mumbai - Delhi,2026-02-24 00:07:49,359,11,660,54.39,12,0,Yes
TRN-017,Los Angeles - San Francisco,2026-02-24 00:28:02,107,7,420,25.48,11,0,No
TRN-001,Tokyo - Osaka,2026-02-24 00:29:15,298,6,360,82.78,3,0,Yes
TRN-005,Tokyo - Osaka,2026-02-24 01:16:03,283,5,300,94.33,12,0,No
TRN-013,Beijing - Shanghai,2026-02-24 02:02:32,388,13,780,49.74,12,0,Yes
TRN-011,Mumbai - Delhi,2026-02-24 02:11:57,193,13,780,24.74,7,0,No
TRN-018,London - Paris,2026-02-24 02:25:08,111,11,660,16.82,11,120,No
TRN-013,Mumbai - Delhi,2026-02-24 02:39:18,297,9,540,55.0,9,0,No
TRN-017,Chicago - St. Louis,2026-02-24 02:56:44,178,14,840,21.19,11,0,No
TRN-004,Tokyo - Osaka,2026-02-24 03:21:08,272,13,780,34.87,6,38,No
TRN-007,Sydney - Melbourne,2026-02-24 03:21:41,199,7,420,47.38,5,111,No
TRN-010,Chicago - St. Louis,2026-02-24 03:25:50,145,10,600,24.17,10,0,No
TRN-006,London - Paris,2026-02-24 03:28:13,150,12,720,20.83,12,0,No
TRN-008,Tokyo - Osaka,2026-02-24 03:29:50,259,13,780,33.21,11,0,No
TRN-017,New York - Washington DC,2026-02-24 03:40:14,220,6,360,61.11,9,0,No
TRN-014,Toronto - Montreal,2026-02-24 03:46:51,291,7,420,69.29,10,0,Yes
TRN-006,Mumbai - Delhi,2026-02-24 04:56:06,258,8,480,53.75,4,0,No
TRN-009,New York - Washington DC,2026-02-24 05:38:49,206,6,360,57.22,8,0,No
TRN-001,Beijing - Shanghai,2026-02-24 05:43:02,387,13,780,49.62,10,0,Yes
TRN-001,Tokyo - Osaka,2026-02-24 06:09:52,120,15,900,13.33,1,97,No
TRN-013,Beijing - Shanghai,2026-02-24 06:25:53,177,7,420,42.14,10,0,No
TRN-016,Los Angeles - San Francisco,2026-02-24 06:53:35,243,11,660,36.82,1,0,Yes
TRN-013,Toronto - Montreal,2026-02-24 07:08:49,487,15,900,54.11,2,0,No
TRN-003,Mumbai - Delhi,2026-02-24 07:17:49,391,10,600,65.17,11,0,No
TRN-004,New York - Washington DC,2026-02-24 07:46:42,665,13,780,85.26,10,0,Yes
TRN-006,Tokyo - Osaka,2026-02-24 07:52:21,421,7,420,100.24,9,0,No
TRN-017,Berlin - Munich,2026-02-24 08:12:32,428,14,840,50.95,12,0,No
TRN-004,Chicago - St. Louis,2026-02-24 08:13:52,369,10,600,61.5,6,0,No
TRN-006,Chicago - St. Louis,2026-02-24 08:33:27,528,14,840,62.86,2,0,No
TRN-002,Mumbai - Delhi,2026-02-24 08:53:31,538,9,540,99.63,2,0,No
TRN-011,Los Angeles - San Francisco,2026-02-24 09:32:49,439,7,420,104.52,5,0,No
TRN-009,Chicago - St. Louis,2026-02-24 09:51:37,401,8,480,83.54,2,0,No
TRN-004,Los Angeles - San Francisco,2026-02-24 10:20:09,273,5,300,91.0,5,27,No
TRN-011,Mumbai - Delhi,2026-02-24 10:27:16,154,6,360,42.78,4,0,No
TRN-020,Beijing - Shanghai,2026-02-24 10:51:34,111,5,300,37.0,3,56,No
TRN-006,Los Angeles - San Francisco,2026-02-24 11:30:01,192,15,900,21.33,2,0,No
TRN-007,Sydney - Melbourne,2026-02-24 12:09:49,243,14,840,28.93,12,101,No
TRN-006,Tokyo - Osaka,2026-02-24 12:11:35,196,14,840,23.33,12,0,No
TRN-003,Berlin - Munich,2026-02-24 13:18:37,239,14,840,28.45,4,0,No
TRN-009,Beijing - Shanghai,2026-02-24 13:22:53,181,11,660,27.42,9,0,No
TRN-018,Los Angeles - San Francisco,2026-02-24 13:42:27,266,15,900,29.56,6,0,No
TRN-004,New York - Washington DC,2026-02-24 13:46:03,229,5,300,76.33,2,0,No
TRN-009,New York - Washington DC,2026-02-24 14:14:22,166,13,780,21.28,8,0,No
TRN-017,Sydney - Melbourne,2026-02-24 14:45:44,330,7,420,78.57,4,0,Yes
TRN-018,Chicago - St. Louis,2026-02-24 14:56:13,118,8,480,24.58,8,0,No
TRN-004,Berlin - Munich,2026-02-24 15:19:10,385,6,360,106.94,8,0,Yes
TRN-001,Sydney - Melbourne,2026-02-24 15:20:20,181,9,540,33.52,4,0,No
TRN-009,Chicago - St. Louis,2026-02-24 16:03:45,233,15,900,25.89,9,104,No
TRN-006,Berlin - Munich,2026-02-24 17:40:49,376,6,360,104.44,3,0,No
TRN-013,Chicago - St. Louis,2026-02-24 17:58:14,513,9,540,95.0,1,0,No
TRN-014,Sydney - Melbourne,2026-02-24 18:18:30,311,5,300,103.67,9,0,No
TRN-010,New York - Washington DC,2026-02-24 18:34:48,507,14,840,60.36,5,0,No
TRN-018,New York - Washington DC,2026-02-24 18:52:57,358,8,480,74.58,4,27,No
TRN-009,Mumbai - Delhi,2026-02-24 19:13:15,494,10,600,82.33,10,0,No
TRN-007,Sydney - Melbourne,2026-02-24 19:42:31,274,11,660,41.52,11,0,No
TRN-019,Mumbai - Delhi,2026-02-24 19:48:48,417,6,360,115.83,8,0,No
TRN-002,Beijing - Shanghai,2026-02-24 20:05:24,114,5,300,38.0,6,0,No
TRN-012,London - Paris,2026-02-24 20:11:59,221,10,600,36.83,1,0,No
TRN-003,New York - Washington DC,2026-02-24 20:12:57,104,14,840,12.38,8,0,No
TRN-013,Mumbai - Delhi,2026-02-24 20:15:19,213,6,360,59.17,4,0,No
TRN-013,Chicago - St. Louis,2026-02-24 20:51:02,101,5,300,33.67,8,0,No
TRN-005,Toronto - Montreal,2026-02-24 21:37:52,144,9,540,26.67,1,119,No
